timestamp target_q_0 target_q_1 target_q_2 target_q_3 target_q_4 target_q_5 target_qd_0 target_qd_1 target_qd_2 target_qd_3 target_qd_4 target_qd_5 target_qdd_0 target_qdd_1 target_qdd_2 target_qdd_3 target_qdd_4 target_qdd_5 target_current_0 target_current_1 target_current_2 target_current_3 target_current_4 target_current_5 target_moment_0 target_moment_1 target_moment_2 target_moment_3 target_moment_4 target_moment_5 actual_q_0 actual_q_1 actual_q_2 actual_q_3 actual_q_4 actual_q_5 actual_qd_0 actual_qd_1 actual_qd_2 actual_qd_3 actual_qd_4 actual_qd_5 actual_current_0 actual_current_1 actual_current_2 actual_current_3 actual_current_4 actual_current_5 joint_control_output_0 joint_control_output_1 joint_control_output_2 joint_control_output_3 joint_control_output_4 joint_control_output_5 actual_TCP_pose_0 actual_TCP_pose_1 actual_TCP_pose_2 actual_TCP_pose_3 actual_TCP_pose_4 actual_TCP_pose_5 actual_TCP_speed_0 actual_TCP_speed_1 actual_TCP_speed_2 actual_TCP_speed_3 actual_TCP_speed_4 actual_TCP_speed_5 actual_TCP_force_0 actual_TCP_force_1 actual_TCP_force_2 actual_TCP_force_3 actual_TCP_force_4 actual_TCP_force_5 target_TCP_pose_0 target_TCP_pose_1 target_TCP_pose_2 target_TCP_pose_3 target_TCP_pose_4 target_TCP_pose_5 target_TCP_speed_0 target_TCP_speed_1 target_TCP_speed_2 target_TCP_speed_3 target_TCP_speed_4 target_TCP_speed_5 actual_digital_input_bits joint_temperatures_0 joint_temperatures_1 joint_temperatures_2 joint_temperatures_3 joint_temperatures_4 joint_temperatures_5 actual_execution_time robot_mode joint_mode_0 joint_mode_1 joint_mode_2 joint_mode_3 joint_mode_4 joint_mode_5 safety_mode actual_tool_accelerometer_0 actual_tool_accelerometer_1 actual_tool_accelerometer_2 speed_scaling target_speed_fraction actual_momentum actual_main_voltage actual_robot_voltage actual_robot_current actual_joint_voltage_0 actual_joint_voltage_1 actual_joint_voltage_2 actual_joint_voltage_3 actual_joint_voltage_4 actual_joint_voltage_5 actual_digital_output_bits runtime_state
8125.911 1.4599180221557617 -1.5259059232524415 -0.04003429412841797 -1.530710057621338 -0.048594299946920216 6.2111968994140625 0.0 0.0 0.0 0.0 0.0 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 9.318364140573152e-18 -0.0751665168196274 -0.019718485175143245 -0.0316055481846555 0.01659753430839259 0.0063900841604601685 9.546726738414794e-17 -0.7734630284605367 -0.1563433122181925 -0.11754706411397552 0.06219002656810542 0.022675838888719168 1.4599180221557617 -1.5259059232524415 -0.040045738220214844 -1.530721978550293 -0.048594299946920216 6.211208343505859 0.0 0.0 0.0 0.0 -0.0 0.0 -0.04562120884656906 -0.16493281722068787 -0.004589091520756483 0.057123757898807526 0.10155943781137466 0.03793293237686157 9.318364140573152e-18 -0.0751665168196274 -0.019718485175143245 -0.0316055481846555 0.01659753430839259 0.0063900841604601685 0.404026175097053 -0.0729391964195176 0.6928474130864091 1.2628439154645619 1.11036022079074 1.0723672005182043 0.0 0.0 -0.0 0.0 0.0 0.0 -21.6528909244698 1.9059567009548428 0.7815835272137169 0.07343677726736225 0.0347832211301137 0.00499356063752835 0.40402569135544475 -0.07294358414744725 0.6928470124098418 1.262852777602614 1.1103547693636069 1.0723756856632354 0.0 0.0 0.0 0.0 0.0 0.0 131072 29.875 31.5 33.1875 37.875 40.5625 42.375 0.609575 7 253 253 253 253 253 253 1 0.0 -9.691728591918945 0.07661445438861847 0.0 1.0 0.0 47.46388244628906 47.54090118408203 0.9433110356330872 47.2122802734375 47.25527572631836 47.32693862915039 47.1119499206543 47.240943908691406 47.1406135559082 65536 1
8126.911 1.4599180221557617 -1.5259059232524415 -0.04003429412841797 -1.530710057621338 -0.048594299946920216 6.2111968994140625 0.0 0.0 0.0 0.0 0.0 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 -2.964067334419247e-18 -0.07517432155669616 -0.01970795905399657 -0.03158208616569357 0.016588937178103013 0.006390084299403479 -3.0367069207730696e-17 -0.7735433391603664 -0.15625985303609696 -0.11745980438884598 0.06215781360495174 0.022675839381773102 1.4599180221557617 -1.5259059232524415 -0.04001045227050781 -1.530710057621338 -0.04857045808901006 6.211184501647949 0.0 0.0 0.0 0.0 -0.0 0.0 -0.03118637390434742 -0.1471731960773468 0.0006892033852636814 0.07907098531723022 0.07628415524959564 0.03527459129691124 -2.964067334419247e-18 -0.07517432155669616 -0.01970795905399657 -0.03158208616569357 0.016588937178103013 0.006390084299403479 0.4040259331174582 -0.07294408216952514 0.6928469073763285 1.2628501722990806 1.1103663681542837 1.0724021073456806 0.0 0.0 0.0 0.0 0.0 0.0 -21.63000344286711 1.9476623654384904 0.784812424208576 0.07333678692537195 0.0349056095649603 0.0023129480264906096 0.40402569135544475 -0.07294358414744725 0.6928470124098418 1.262852777602614 1.1103547693636069 1.0723756856632354 0.0 0.0 0.0 0.0 0.0 0.0 131072 29.875 31.5 33.25 37.875 40.5625 42.375 0.632688 7 253 253 253 253 253 253 1 0.0 -9.59596061706543 -0.05746084079146385 0.0 1.0 0.0 47.45581817626953 47.531944274902344 0.965690553188324 47.18361282348633 47.22661209106445 47.35560607910156 47.097618103027344 47.240943908691406 47.12628173828125 65536 1
8127.911 1.4599180221557617 -1.5259059232524415 -0.04003429412841797 -1.530710057621338 -0.048594299946920216 6.2111968994140625 0.0 0.0 0.0 0.0 0.0 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.5177983349652484e-19 -0.07517404735768846 -0.01970760319721048 -0.031581327531256136 0.016584534720321918 0.006390080089433473 1.5549946030594744e-18 -0.7735405176541443 -0.15625703152987483 -0.11745698288262386 0.062141317843516085 0.022675824442282604 1.4599180221557617 -1.5259178441813965 -0.040045738220214844 -1.5306862157634278 -0.04858237901796514 6.2111968994140625 0.0 0.0 0.0 0.0 -0.0 0.0 -0.03820982202887535 -0.17711299657821655 -0.008278869092464447 0.05386413633823395 0.07133880257606506 0.011310519650578499 1.5177983349652484e-19 -0.07517404735768846 -0.01970760319721048 -0.031581327531256136 0.016584534720321918 0.006390080089433473 0.4040270789219132 -0.07293251212029592 0.6928472710340605 1.2628476200914058 1.1103630057619482 1.0723851325005063 0.0 0.0 0.0 0.0 0.0 0.0 -21.72785667711016 1.8808364908938833 0.6664760353109622 0.07382253666200955 0.03315297319531338 0.0023311346788818677 0.40402569135544475 -0.07294358414744725 0.6928470124098418 1.262852777602614 1.1103547693636069 1.0723756856632354 0.0 0.0 0.0 0.0 0.0 0.0 131072 29.875 31.5 33.25 37.875 40.5625 42.375 0.602508 7 253 253 253 253 253 253 1 0.13407529890537262 -9.730035781860352 0.038307227194309235 0.0 1.0 0.0 47.465675354003906 47.545379638671875 0.9858343005180359 47.19794464111328 47.22661209106445 47.35560607910156 47.12628173828125 47.22661209106445 47.1119499206543 65536 1
8128.911 1.4599180221557617 -1.5259059232524415 -0.04003429412841797 -1.530710057621338 -0.048594299946920216 6.2111968994140625 0.0 0.0 0.0 0.0 0.0 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.1636152137882183e-19 -0.07517967585791442 -0.019714907891773964 -0.03159690006792664 0.016597722903182816 0.006390082121424358 1.1921316131368695e-18 -0.7735984348892998 -0.15631494876503024 -0.11751490011777922 0.06219073322216601 0.022675831653001084 1.4599180221557617 -1.5259178441813965 -0.040022850036621094 -1.530721978550293 -0.048606220875875294 6.2111968994140625 0.0 0.0 0.0 0.0 -0.0 0.0 -0.03582571819424629 -0.1504189372062683 -0.006318419240415096 0.06863107532262802 0.08879082649946213 0.03661385551095009 1.1636152137882183e-19 -0.07517967585791442 -0.019714907891773964 -0.03159690006792664 0.016597722903182816 0.006390082121424358 0.40402562347672477 -0.07294283866234533 0.6928472077218044 1.262849519908961 1.1103524280231407 1.0723575127664169 0.0 0.0 0.0 0.0 0.0 0.0 -21.675770529533118 1.8570094689785244 0.7639130616067179 0.07360735538240087 0.035229869791595106 0.0027533044869648203 0.40402569135544475 -0.07294358414744725 0.6928470124098418 1.262852777602614 1.1103547693636069 1.0723756856632354 0.0 0.0 0.0 0.0 0.0 0.0 131072 29.875 31.4375 33.25 37.875 40.5625 42.4375 0.887867 7 253 253 253 253 253 253 1 0.09576806426048279 -9.615114212036133 0.019153613597154617 0.0 1.0 0.0 47.460296630859375 47.53821563720703 0.9500291347503662 47.22661209106445 47.22661209106445 47.298274993896484 47.097618103027344 47.26960754394531 47.1406135559082 65536 1
8129.911 1.4599180221557617 -1.5259059232524415 -0.04003429412841797 -1.530710057621338 -0.048594299946920216 6.2111968994140625 0.0 0.0 0.0 0.0 0.0 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 -1.1000863023053245e-17 -0.07509800614527469 -0.019650226851057252 -0.0315632407058212 0.016557787189375263 0.006390065564422397 -1.1270458160198205e-16 -0.7727580540130194 -0.15580210774029887 -0.11738971452782118 0.06204109635101629 0.022675772898859588 1.4598946571350098 -1.5259059232524415 -0.040045738220214844 -1.5306862157634278 -0.048594299946920216 6.211184501647949 0.0 0.0 0.0 0.0 -0.0 0.0 -0.015501031652092934 -0.1485346257686615 -0.018833216279745102 0.08292122185230255 0.09775371849536896 0.046793561428785324 -1.1000863023053245e-17 -0.07509800614527469 -0.019650226851057252 -0.0315632407058212 0.016557787189375263 0.006390065564422397 0.40402414810012066 -0.07295164013026662 0.692846791473397 1.2628633915909322 1.1103380012302746 1.072357977620657 0.0 0.0 0.0 0.0 0.0 0.0 -21.611297877455275 1.8468641386254268 0.6784785575604637 0.07406221779974496 0.03270951598960546 0.0035433287801909987 0.40402569135544475 -0.07294358414744725 0.6928470124098418 1.262852777602614 1.1103547693636069 1.0723756856632354 0.0 0.0 0.0 0.0 0.0 0.0 131072 29.875 31.5 33.25 37.9375 40.5625 42.375 0.626568 7 253 253 253 253 253 253 1 0.09576806426048279 -9.710882186889648 0.0 0.0 1.0 0.0 47.467464447021484 47.54000473022461 1.0015010833740234 47.19794464111328 47.22661209106445 47.31260681152344 47.1119499206543 47.25527572631836 47.15494918823242 65536 1
8130.911 1.4599180221557617 -1.5259059232524415 -0.04003429412841797 -1.530710057621338 -0.048594299946920216 6.2111968994140625 0.0 0.0 0.0 0.0 0.0 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.2792397371048745e-18 -0.07521664581138943 -0.019741406334114944 -0.03160229717886656 0.01660229480947282 0.00639008425555219 3.3596031672106176e-17 -0.7739788554992563 -0.1565250487908392 -0.11753497300314666 0.06220786389762414 0.022675839226162512 1.459953784942627 -1.5259059232524415 -0.040045738220214844 -1.5307458204082032 -0.04863006273378545 6.211184501647949 0.0 0.0 0.0 0.0 -0.0 0.0 -0.03818320482969284 -0.1497669219970703 -0.008149959146976471 0.08939644694328308 0.07206203043460846 0.01737627573311329 3.2792397371048745e-18 -0.07521664581138943 -0.019741406334114944 -0.03160229717886656 0.01660229480947282 0.00639008425555219 0.4040274600912158 -0.07293258064057734 0.6928473808665279 1.2628119856769455 1.1103855633957946 1.0723313220128639 0.0 0.0 0.0 0.0 0.0 0.0 -21.754589011848008 1.943984250235969 0.6875794378235555 0.0727570188143253 0.03249135152107048 0.003687269495604433 0.40402569135544475 -0.07294358414744725 0.6928470124098418 1.262852777602614 1.1103547693636069 1.0723756856632354 0.0 0.0 0.0 0.0 0.0 0.0 131072 29.875 31.5 33.25 37.875 40.625 42.4375 0.626147 7 253 253 253 253 253 253 1 0.038307227194309235 -9.672574996948242 -0.09576806426048279 0.0 1.0 0.0 47.491641998291016 47.5489616394043 0.9835984706878662 47.169281005859375 47.240943908691406 47.34127426147461 47.097618103027344 47.25527572631836 47.15494918823242 65536 1
8131.911 1.4599180221557617 -1.5259059232524415 -0.04003429412841797 -1.530710057621338 -0.048594299946920216 6.2111968994140625 0.0 0.0 0.0 0.0 0.0 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 -1.4491321978186716e-19 -0.07512159931800556 -0.019680846183679428 -0.031575379190420555 0.016575736188223337 0.00639007398528651 -1.4846456836964067e-18 -0.7730008276255735 -0.15604488135285285 -0.11743485986809848 0.062108350239123526 0.022675802781119837 1.459953784942627 -1.525857762699463 -0.04003429412841797 -1.530710057621338 -0.048594299946920216 6.211220741271973 0.0 0.0 0.0 0.0 -0.0 0.0 -0.030511673539876938 -0.17301936447620392 0.0014211697271093726 0.06782414019107819 0.0578484982252121 0.049143146723508835 -1.4491321978186716e-19 -0.07512159931800556 -0.019680846183679428 -0.031575379190420555 0.016575736188223337 0.00639007398528651 0.40402541763363564 -0.07295502890889623 0.6928456761532312 1.2628875201973204 1.1103449573508717 1.0724553793890546 0.0 0.0 0.0 0.0 0.0 0.0 -21.70202926231747 1.8656858169126906 0.7205704415157318 0.07515039399167799 0.03386898480534927 0.004454200319142035 0.40402569135544475 -0.07294358414744725 0.6928470124098418 1.262852777602614 1.1103547693636069 1.0723756856632354 0.0 0.0 0.0 0.0 0.0 0.0 131072 29.9375 31.5 33.25 37.9375 40.5625 42.375 0.663563 7 253 253 253 253 253 253 1 0.038307227194309235 -9.653421401977539 -0.038307227194309235 0.0 1.0 0.0 47.462093353271484 47.53463363647461 0.9433110356330872 47.22661209106445 47.169281005859375 47.25527572631836 47.02595138549805 47.22661209106445 47.097618103027344 65536 1
8132.911 1.4599180221557617 -1.5259059232524415 -0.04003429412841797 -1.530710057621338 -0.048594299946920216 6.2111968994140625 0.0 0.0 0.0 0.0 0.0 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.830019179849928e-17 -0.07510551299920916 -0.01968062445049544 -0.031575928361572816 0.016579962815891892 0.006390080100340414 1.8748669586774307e-16 -0.7728352994970998 -0.15604312328167722 -0.11743690234039693 0.062124187175027185 0.022675824480986952 1.4599418640136719 -1.5259178441813965 -0.04003429412841797 -1.530721978550293 -0.048594299946920216 6.211220741271973 0.0 0.0 0.0 0.0 -0.0 0.0 -0.025724738836288452 -0.16047531366348267 0.015379042364656925 0.05876699835062027 0.06739690154790878 0.025282390415668488 1.830019179849928e-17 -0.07510551299920916 -0.01968062445049544 -0.031575928361572816 0.016579962815891892 0.006390080100340414 0.4040282513336339 -0.07292654079829389 0.69284755016455 1.2628416161708982 1.1103715417026638 1.0723939243102067 0.0 0.0 -0.0 0.0 0.0 0.0 -21.60168056217071 1.8966571659550036 0.6602467718882764 0.07331264679804016 0.034463924887621504 0.004859429938740118 0.40402569135544475 -0.07294358414744725 0.6928470124098418 1.262852777602614 1.1103547693636069 1.0723756856632354 0.0 0.0 0.0 0.0 0.0 0.0 131072 29.875 31.5 33.25 37.875 40.5625 42.375 0.603408 7 253 253 253 253 253 253 1 0.13407529890537262 -9.615114212036133 -0.038307227194309235 0.0 1.0 0.0 47.48089599609375 47.53373718261719 0.9186956286430359 47.240943908691406 47.25527572631836 47.28394317626953 47.1119499206543 47.25527572631836 47.18361282348633 65536 1
8133.911 1.4599180221557617 -1.5259059232524415 -0.04003429412841797 -1.530710057621338 -0.048594299946920216 6.2111968994140625 0.0 0.0 0.0 0.0 0.0 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 4.99700966303192e-18 -0.07519469180766751 -0.019712914322887014 -0.03159060632439555 0.01658487361784402 0.00639007403415354 5.119470010242559e-17 -0.7737529489264356 -0.1562991422180185 -0.1174914924847256 0.062142587673450565 0.02267580295452928 1.4598827362060547 -1.5258940023234864 -0.040045738220214844 -1.5306976598552247 -0.04864246049989873 6.211208343505859 0.0 0.0 0.0 0.0 -0.0 0.0 -0.016987264156341553 -0.16188886761665344 -0.005182692315429449 0.06498634815216064 0.06961187720298767 0.052799440920352936 4.99700966303192e-18 -0.07519469180766751 -0.019712914322887014 -0.03159060632439555 0.01658487361784402 0.00639007403415354 0.40402059530339196 -0.0729751500243691 0.6928460576063824 1.262907470416721 1.1102824558463429 1.072330324853948 0.0 0.0 0.0 0.0 0.0 0.0 -21.73636406350298 1.913871546093264 0.6805951420358034 0.0738870810483563 0.03342324913305586 0.0038857409917034207 0.40402569135544475 -0.07294358414744725 0.6928470124098418 1.262852777602614 1.1103547693636069 1.0723756856632354 0.0 0.0 0.0 0.0 0.0 0.0 131072 29.875 31.5 33.25 37.9375 40.5625 42.375 0.596195 7 253 253 253 253 253 253 1 0.019153613597154617 -9.768342971801758 -0.019153613597154617 0.0 1.0 0.0 47.47821044921875 47.537322998046875 0.9612188935279846 47.19794464111328 47.28394317626953 47.32693862915039 47.12628173828125 47.22661209106445 47.1119499206543 65536 1
8134.911 1.4599180221557617 -1.5259059232524415 -0.04003429412841797 -1.530710057621338 -0.048594299946920216 6.2111968994140625 0.0 0.0 0.0 0.0 0.0 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 -2.6570133291496528e-18 -0.0750392086132517 -0.019594574300687253 -0.031545763162084135 0.016558164598104205 0.006390065777452495 -2.7221280270935306e-17 -0.7721530277445594 -0.15536085152913698 -0.1173247122079053 0.06204251048027452 0.022675773654817735 1.4598946571350098 -1.5258940023234864 -0.040022850036621094 -1.530721978550293 -0.048606220875875294 6.2111968994140625 0.0 0.0 0.0 0.0 -0.0 0.0 -0.03461175039410591 -0.1683562695980072 -0.0034705824218690395 0.0643954947590828 0.09550714492797852 0.039757587015628815 -2.6570133291496528e-18 -0.0750392086132517 -0.019594574300687253 -0.031545763162084135 0.016558164598104205 0.006390065777452495 0.4040224914994912 -0.0729650973965501 0.6928465463829466 1.2628765627737955 1.1103234601560785 1.0723574645799738 0.0 0.0 0.0 0.0 0.0 0.0 -21.597951984321227 1.905229824058848 0.7271680480014736 0.07345576939963326 0.03342291811895872 0.0041692249936773505 0.40402569135544475 -0.07294358414744725 0.6928470124098418 1.262852777602614 1.1103547693636069 1.0723756856632354 0.0 0.0 0.0 0.0 0.0 0.0 131072 29.875 31.5 33.25 37.9375 40.5625 42.4375 0.598535 7 253 253 253 253 253 253 1 0.07661445438861847 -9.634267807006836 -0.07661445438861847 0.0 1.0 0.0 47.47552490234375 47.53642272949219 0.9522649645805359 47.26960754394531 47.22661209106445 47.32693862915039 47.12628173828125 47.22661209106445 47.1406135559082 65536 1
